,name,location,url,followers,text,datetime,description
267,intolerant bhakt®,India,False,3775,"पाकिस्तान के खिलाफ डिबेट में अगर कोई कहता है कि हिंदुस्तान का प्रधानमंत्री चोर है, अपनी राजनीतिक रोटियां सेकता है तो उसकी मानसिक स्थिति का अंदाजा लगाया जा सकता है । https://t.co/eFwFZvlJNj",Wed Feb 20 06:59:52 +0000 2019,"Proud Hindu, nationalistic-state exe member BJP Economics cell RAJ, I.Director SSL PSU, Modi supporter

blocked by Rajdeep/ kr VISHWAS/alka lamba/praveen swami"
268,maheshwari yadav,,False,15,"BJP'S mass entry to Tamilnadu with AIADMK 😂😂 @BJP4India @AmitShah @AIADMKOfficial #AIADMK #TipsToDefeatNegativePower #BikaooBollywood #OperationKaraoke
#PulwamaAttack #TrollSangh https://t.co/0c7OcwFtFb",Wed Feb 20 06:59:53 +0000 2019,
269,Sandip Chavan,,False,2,Janta jati hain kon chor hain inke kehne se kuch nhi hoga,Wed Feb 20 06:59:54 +0000 2019,
270,AA,,False,193,"Gopen Moses from Yairipok, Manipur in India made this Prediction on July the 10th 2018, Some 7 months before the #PulwamaAttack took Place. Moses is Former Programmer Manager at Action Aid UK. 

LINK: https://t.co/PksdpgR2tU

Retweet https://t.co/WvG7AKS7k9",Wed Feb 20 06:59:55 +0000 2019,
271,Mohammad Amin,,False,36,"Omg tomatoes official statement after indian revenge 😥😥

RT and show some support tamatars 😂😂
#PulwamaAttack 
#PulwamaDrama https://t.co/90liwZ0MrC",Wed Feb 20 06:59:55 +0000 2019,
272,Vadhi,,False,28,"RT @amargov: She posted a photograph of the blast site and added “not 40, but 400 must have been killed”. https://t.co/i5IXu2pyJI",Wed Feb 20 06:59:56 +0000 2019,
273,जय_जवान भारत_माता_की_जय Ravi Polara 🇮🇳,India,True,1480,"पाकिस्तान को”गालियाँ” देकर, रोज़ “वोट” पक्के करोगे या कुछ और भी करोगे......देश “बदला” चाहता है सिर्फ़  “बकवास” नहीं… https://t.co/MB1c3WCadV",Wed Feb 20 06:59:57 +0000 2019,"#CRPFJawan #CRPF #CRPFattack #Bravehearts #PulwamaAttack #PulwamaRevenge 🇮🇳
I M Patidar of Gujarat India.
Jay Sardar Jay Kishan 👳⚒️ 🙏
Jay Jawan 👮"
274,Samajwad Ki Awaz,India,False,22171,"पुलवामा आतंकी हमले में सीआरपीएफ के 50 के करीब जवान शहीद होते हैं। सऊदी अरब के राजकुमार पाकिस्तान जाते हैं और वहां *20 अरब डॉलर* देकर आते हैं। और हमारे प्रधानमंत्री सारे नियमों को तोड़कर राजकुमार से गले मिलने हवाई अड्डे पहुंच जाते हैं।

#PulwamaAttack https://t.co/EvMW6w6FLA",Wed Feb 20 06:59:57 +0000 2019,समाजवादी विचारधारा से ही देश और उत्तर प्रदेश का विकास हो सकता है। #proud_indian @yadavAkhilesh
275,गोवर्धन चौधरी पॅचेड़ रतलाम,,False,14,"कांग्रेस पार्टी कर रही है आतंकवादियों के फंडिंग  कांग्रेसी कारपोरेटर के कारनामे

कांग्रेस की 4 करोड़ आतंकवादी फंड में पहुंचाया जा रहा है  #PulwamaAttack 
#PakistanAndCongress https://t.co/zCRTRMVNZc",Wed Feb 20 06:59:57 +0000 2019,गोवर्धन चौधरी पॅचेड़ रतलाम
276,Jay Shri Ram,"Hyderabad, India",False,56,"RT @amargov: She posted a photograph of the blast site and added “not 40, but 400 must have been killed”. https://t.co/i5IXu2pyJI",Wed Feb 20 06:59:58 +0000 2019,
277,INC BIDAR CONGRESS,Bidar #Maharajwadi ,False,363,The BJP's divide and rule policy in full view. Sania Mirza is as Indian as any one of us. The BJP should have shown this bigot the door a long time ago. https://t.co/2rZetLgErx,Wed Feb 20 06:59:59 +0000 2019,'' #Congress Shakti Sangathan Bidar District voice president '' #Kpcc social media Bidar District co-ordinator. '' #MLCvijaysingh-followers ''
278,Darryl Dick,,False,2416,"@rahulkanwal @narendramodi @AnthonySald @scrapravi @KPadmaRani1 @Puneetvizh @RanjitOne @Tamil1947 @priyankac19 @joerave 3) Rahul hear it from the horse's mouth, Former Chief of Army Staff General V K Singh &amp; now MOS in the Modi led Union Cabinet. The Valley was peaceful from 2005 to 2012, so where did RDX come from +

#PulwamaAttack

https://t.co/TSqwGhM8Hk

@RahulGandhi @priyankagandhi @b_k70",Wed Feb 20 06:59:59 +0000 2019,Don't vote for a party that makes you stand in line at a bank for your own money.
279,Jai_Hind,,False,1,"@MIB_India
 Please ask all Radio &amp; TV broadcasters not to air songs, discussions, wherein, Pakistanis are participa… https://t.co/G2EpQdUrLS",Wed Feb 20 06:59:59 +0000 2019,
280,EconomicTimes,,True,3150674,"#Trump describes #PulwamaAttack as 'horrible', State Dept asks #Pakistan to punish those responsible… https://t.co/asD17mr6kd",Wed Feb 20 07:00:00 +0000 2019,"India's No. 1 Business Daily that brings you the latest #news updates | A Times Internet Product
http://www.economictimes.com"
281,Dheeraj kumar,भारत,False,1038,"पाकिस्तान के खिलाफ डिबेट में अगर कोई कहता है कि हिंदुस्तान का प्रधानमंत्री चोर है, अपनी राजनीतिक रोटियां सेकता है तो उसकी मानसिक स्थिति का अंदाजा लगाया जा सकता है । https://t.co/eFwFZvlJNj",Wed Feb 20 07:00:01 +0000 2019,भारत माता की जय
282,ANI,India,True,2642367,Jammu: Internet services that were suspended in wake of #PulwamaAttack have been restored at 2G Speed. #JammuAndKashmir,Wed Feb 20 07:00:01 +0000 2019,"Asian News International.Multi-media news agency,content for information platforms:TV,Internet,broadband,newspapers,mobiles https://www.facebook.com/ANINEWS.IN"
283,Shailesh Tiwari,,False,122,"Yesterday when in a #PulwamaAttack debate..the Congress Spokie was asked by the anchor “कौन चोर है-इमरान खान या भारत के PM” ..जवाब आया “दोनो चोर हैं” ..और नारा पाकिस्तान के ख़िलाफ़ नहीं श्री मोदी जी के ख़िलाफ़ लगातार लगाता रहा ..
Objecting to this I left the debate
Audacious !! https://t.co/cVRPLLpqco",Wed Feb 20 07:00:01 +0000 2019,
284,Gaurav Lakhera INC,,False,72,"कृस्न, करीम, राम, हरि, राघव, जब लग एक न पेखा। 
वेद कतेब कुरान, पुरानन, सहज एक नहिं देखा।।
चारो वेद के करे खंडौती। जन रैदास करे दंडौती।। 
आज #RavidasJayanti पर फतेहाबाद के भुना में #PulwamaAttack के शहीदों को श्रद्धांजलि दी और रविदास जी के शांति,सदभाव व प्रेम के संदेश को याद किया। https://t.co/WQOrPJHeYv",Wed Feb 20 07:00:02 +0000 2019,
285,Hiren Parekh,"Vadodara, Gujarat, India",True,639,"ભારત આવેલા સાઉદી પ્રિન્સનો 22 લાખ કરોડનો લક્ઝરી મહેલ, મોંઘી પાર્ટી કરવાના છે શોખીન / આવી લક્ઝરી લાઇફ જીવે છે સાઉદીના પ્રિન્સ સલમાન, વિશ્વની સૌથી મોંઘી કારનું છે કલેક્શન
https://t.co/1BGLfPtqwt
#SaudiCrownPrince #SaudiPrinceInIndia #PulwamaAttack",Wed Feb 20 07:00:02 +0000 2019,"Follow Me For All type News 1 Twitter Account, Proud Indian, Proud Gujarati, Proud Vadodarian. Like Follow Subscribed : Facebook Twitter YouTube : @HirenMParekh"
286,himanshi chauhan,,False,14,"पाकिस्तान के खिलाफ डिबेट में अगर कोई कहता है कि हिंदुस्तान का प्रधानमंत्री चोर है, अपनी राजनीतिक रोटियां सेकता है तो उसकी मानसिक स्थिति का अंदाजा लगाया जा सकता है । https://t.co/eFwFZvlJNj",Wed Feb 20 07:00:03 +0000 2019,bigg fan of modiji
287,امتیاز,"Lyallpur, Pakistan",False,865,"پلوامہ واقعہ، وزیر اعظم عمران خان کی حیرت انگیز تقریر | طلعت حسین

Full video here: https://t.co/Oxd6bsAJ5i

Subscribe to our channel on YouTube: https://t.co/MFC7Olcb4z

#STH #StraightTalkwithHussain #PulwamaAttack #India https://t.co/d6tDhBxBrw",Wed Feb 20 07:00:03 +0000 2019,"‏‏‏‏‏‏جو حق پہ ہے جو سچ پہ ہے میں اس کی آواز ہوں 
میں بھی نواز ہوں"
288,Akanksha Singh,,False,29,"@crpfindia #PulwamaAttack 

Whole nation Salute your supreme sacrifice🙏🙏😥🇮🇳 Rip Amar rahe

#IndiaWantsRevenge 
#TuesdayThoughts https://t.co/yScomr0F8d",Wed Feb 20 07:00:04 +0000 2019,
289,Ashar Kamran Rehan,"Punjab, Pakistan",True,458,"پاکستان دشمنی میں بھارتی میڈیا سنسنی پھیلا رہا ہےاوراپنےآپ کو دھوکا دے رہا، مزید جانیےاس ویڈیو میں 
#DunyaPrograms  @nuqtaenazar
@pmln_org @PTIofficial @MediaCellPPP
#India #Hoax #PulwamaAttack https://t.co/oihx1dSWzn",Wed Feb 20 07:00:04 +0000 2019,"9 Nov Is My Day 🎂
Student 📚
#Proud To be a #Muslim & #Pakistani ❤
#Love_Islam #Love_Pakistan #Love_Cricket ❤"
290,pradeep mishra,,False,2,RT @SsaileshJain: 🙏🙏🙏🙏@Rajnath Singh ji https://t.co/zf4Wc0OqVm,Wed Feb 20 07:00:04 +0000 2019,
291,CharanjitSingh Ratan,"Jabalpur, India",False,1180,"अखिलेश यादव बोले- बुलेट ट्रेन नहीं, जवानों को बुलेट प्रूफ जैकेट की जरूरत

साईकिल छाप ये सवाल अपने बाप से पूछ कि रक्षामंत्री रहते क्या किया..?😡
या गद्दार कांग्रेस से सवाल कर..
बुलेट प्रूफ जैकेट मोदीने दिये हैं तूने क्या दिया.?यूपी को मदरसे और हज हाउस..
#PulwamaAttack
#ModiFor2019",Wed Feb 20 07:00:05 +0000 2019,IOFS. wrkd Ministry Of Defence.
292,Sumeet Joshi,Timbuktu,True,3753,"Very smartly diverted the whole thing, #PulwamaAttack turns into #SaveBarkhaCampaign by sold out media.
Mera bas ek hi sawal hai, jawano ki maut pe shanti aur aman kaa nanga naach karne walo, koi message yaa phone kiya uspe itna uthal puthal. Tumlogo ki aatma bik chuki hai 😔 https://t.co/5cyDxWRsLf",Wed Feb 20 07:00:05 +0000 2019,Nation First. Views Personal. Treat the RTs whichever way you like.
293,Manesh raval,Ahmedabad Gujarat,False,84,"Yesterday when in a #PulwamaAttack debate..the Congress Spokie was asked by the anchor “कौन चोर है-इमरान खान या भारत के PM” ..जवाब आया “दोनो चोर हैं” ..और नारा पाकिस्तान के ख़िलाफ़ नहीं श्री मोदी जी के ख़िलाफ़ लगातार लगाता रहा ..
Objecting to this I left the debate
Audacious !! https://t.co/cVRPLLpqco",Wed Feb 20 07:00:05 +0000 2019,
294,ଶୁଭାଶିଷ ଦାଶ,ମୁମ୍ବଇ,False,42,"RT @amargov: She posted a photograph of the blast site and added “not 40, but 400 must have been killed”. https://t.co/i5IXu2pyJI",Wed Feb 20 07:00:05 +0000 2019,
295,News18Telugu,"Hyderabad, India",True,263,భారత్‌లో జరిగిన ఉగ్రదాడి ఘటనపై ఎట్టకేలకు స్పందంచారు అమెరికా అధ్యక్షుడు డోనాల్డ్ ట్రంప్.పాక్.. భారత్ కలహాల్ని వీడి..… https://t.co/FBtHIzoW3L,Wed Feb 20 07:00:06 +0000 2019,"News18తెలుగు , Network18 Group caters to News & information to the Telugu viewers. Network18 Group is presently the largest Television Network in India."
296,Vedhika Srivastava,,False,0,#PulwamaAttack,Wed Feb 20 07:00:06 +0000 2019,
297,वानरसेना,India,False,363,"RT @TarekFatah: Hi Barkha @bDutt, I like your channel. Sorry to hear about your in-laws harrassment. Khush raho. https://t.co/8pBVhjF0mC",Wed Feb 20 07:00:07 +0000 2019,
298,The Inquilab,,False,46,"کشمیر سے جیش محمد کی قیادت کے مکمل خاتمے کا دعوٰی
https://t.co/2OhR3jJEXc :یہاں پڑھیں 

#Kashmir #PulwamaAttack https://t.co/UQEDFSpXHh",Wed Feb 20 07:00:08 +0000 2019,The Inquilab is India's Leading Urdu newspaper having voiced the opinions of the general public since 1938.
299,NEERAJ,,False,707,"An all-party meeting was called by centre after #PulwamaAttack. We were told meeting has been called by PM. When I reached I saw that PM is not there. He should've been there but he found it more important to criticise us in rallies in Dhule &amp; Yavatmal
 https://t.co/gBQqWh2FT5",Wed Feb 20 07:00:09 +0000 2019,
300,PATRIOTIC ARYA.... ❤, AMETHI,False,146,"गुजरात के मोरबी में #पाकिस्तान_मुर्दाबाद 🇵🇰वाली टाइल्स बनाई जा रही है 
जिसे अब #पब्लिक_टॉयलेट में मुफ्त में लगाया जाएगा ...
जय हिंद 🇮🇳 🇮🇳
गुजरातियों का जवाब नहीं🤗👏👌👍💪
#PulwamaAttack https://t.co/PWjsnMXLvk",Wed Feb 20 07:00:10 +0000 2019,student nd private job
301,Zayan Zaman,"Banswara, India",False,66,"जिस दिन सैनिक मारे गए उसी दिन से 
विपक्ष उदासिन हो गया कोइ रैली वैली नहीं और भाजपा वाले जोश में,दे दना दन रैली,
क्या समझे.?  
यही फर्क है 70 साल और 5 साल में ।

#PulwamaAttack",Wed Feb 20 07:00:11 +0000 2019,
302,Shailesh Richwal,,False,172,"RT @amargov: She posted a photograph of the blast site and added “not 40, but 400 must have been killed”. https://t.co/i5IXu2pyJI",Wed Feb 20 07:00:11 +0000 2019,
303,Subhadra Joshi💎,India,False,109,"#pappufirpakdagaya #PulwamaAttack #ForcesWarnPak @RahulGandhi @SitaramYechury 
@narendramodi_in https://t.co/yyJdrC1vcF",Wed Feb 20 07:00:12 +0000 2019,"Interested in Politics And Entertainment
#BIGGBOSSFAN😍 #Swarajya #HINDURASHTRA😍
#NationWithNamo 😎
#Meghster💎
#shreefam🏏
🚩Jai Shivray🚩"
304,Jasmeen Mughal,"Islamabad, Pakistan",False,7216,"Omg tomatoes official statement after indian revenge 😥😥

RT and show some support tamatars 😂😂
#PulwamaAttack 
#PulwamaDrama https://t.co/90liwZ0MrC",Wed Feb 20 07:00:12 +0000 2019,"Gemini
MPhil Economics 
Islamabad .
Imran Khan my hope😍 #TeamIK✌
Pakistan. 💗"
305,um,,False,991,RT @Qaisarsharif555: پاکستانی ہمارے  ٹماٹر کھا کر ہمیں جان سے مار رہے ہیں 😂ہندوستان نے “سرجیکل سٹرائیک “کے بجائے “سبزیکل سٹرائیک “شروع کردی…,Wed Feb 20 07:00:13 +0000 2019,I love 🇵🇰
306,IdrKyn,,False,63,"This is extraordinary.

Farooq Abdullah, an old Indian army stooge imposed on Occupied Kashmir, admits that the current Kashmir uprising is indigenous and instead of blaming Pakistan, India look inwards.

#PulwamaAttack #Pulwama https://t.co/60TuzVqRAc",Wed Feb 20 07:00:14 +0000 2019,
307,Jali Khan,"Berlin, Germany",False,435,"پلوامہ واقعہ، وزیر اعظم عمران خان کی حیرت انگیز تقریر | طلعت حسین

Full video here: https://t.co/Oxd6bsAJ5i

Subscribe to our channel on YouTube: https://t.co/MFC7Olcb4z

#STH #StraightTalkwithHussain #PulwamaAttack #India https://t.co/d6tDhBxBrw",Wed Feb 20 07:00:14 +0000 2019,Be smile always!
308,Akanksha Singh,,False,29,"Yesterday when in a #PulwamaAttack debate..the Congress Spokie was asked by the anchor “कौन चोर है-इमरान खान या भारत के PM” ..जवाब आया “दोनो चोर हैं” ..और नारा पाकिस्तान के ख़िलाफ़ नहीं श्री मोदी जी के ख़िलाफ़ लगातार लगाता रहा ..
Objecting to this I left the debate
Audacious !! https://t.co/cVRPLLpqco",Wed Feb 20 07:00:16 +0000 2019,
309,भानू ठाकुर भिंड,Bhind m.p,False,209,"RT @Ridzi_8137: वो मोटी भैंस कहाँ गई जिसने गाँधी जी के पुतले पर गोली चलाकर अपनी बहादुरी साबित कर रही थी !!

भेजो उसे बॉर्डर पर ! 😡
#Pulwama…",Wed Feb 20 07:00:16 +0000 2019,"भीमा जनकल्याण क्लब सयोजक रक्तदान सीमित 
लेखक , विचारक,कविताएं लिखने का शौक सादगी से परिपूर्ण आदमी लक्ष्य है सभी के चहरे पर मुसकराहट रखना मुस्कुराइए आप दिल मे हो"
310,Peerzada Muneer,Kashmir,True,53,News channels should not invite politicians on shows connected to the #PulwamaAttack. Please invite geostrategic experts but stop giving platforms to politicians from any party on an issue as sensitive as this,Wed Feb 20 07:00:16 +0000 2019,His own grief grieved him. Their devastated him.
311,Tanya,,False,61,RT @AshuSax32838207: #PulwamaAttack https://t.co/MHaCnOb1X7,Wed Feb 20 07:00:18 +0000 2019,#MeraParivarBhajapaParivar
312,Vinod Hiremath 🇮🇳,Bengaluru,False,155,"RT @amargov: She posted a photograph of the blast site and added “not 40, but 400 must have been killed”. https://t.co/i5IXu2pyJI",Wed Feb 20 07:00:19 +0000 2019,"भारत माता की जय, Nationalist, Proud Hindu, Software Eng by profession, Love football like nothing else.
#LiverpoolFC"
313,Dinipc,"Mumbai, India",True,689,"Dushman ka           Terrorist ka
Dost dushman       dost terrorist
Hota hai                  hota hai

#BJPFailedNationalSecurity #SackNarenrdraModi #PulwamaAttack #चोकीदार_कमज़ोर_है https://t.co/pR6171cn9b",Wed Feb 20 07:00:21 +0000 2019,"Web Developer, Trainer, Business"
314,jay,"jammu , india",True,82,"#PulwamaAttack | Congress leader Anand Sharma to ANI: We mourn the death of #CRPF soldiers and we join the country in this hour of grief. In view of this, @RahulGandhi‘s luncheon meet with G20 head of missions tomorrow stands cancelled. https://t.co/CPbJNN5W7R",Wed Feb 20 07:00:21 +0000 2019,"It is

better to die . . . . . . than to be a coward . . . . . . . ."
315,jay,"jammu , india",True,82,"ANI quotes Zulfiqar Hassan, IG #CRPF (Operations) on #Pulwama blast: J&amp;K Police has taken up the investigation. The injured shifted to hospital. Post-blast analysis being done at the spot https://t.co/iTwlnj9zLZ",Wed Feb 20 07:00:21 +0000 2019,"It is

better to die . . . . . . than to be a coward . . . . . . . ."
316,चौधरी,india,False,367,"Mamata attacks Govt on #PulwamaAttack expressing doubts on y d incident occurred b4 elections. ""Only when an election is knocking at d door u think of starting a shadow war?"" Better 1000 enemies outside the house than 1 within. Even Pak didn't allege this! https://t.co/BlMkV9ELzd",Wed Feb 20 07:00:21 +0000 2019,"जाने कितने झूले थे फाँसी पर, कितनों ने गोली खायी थी ख़बरदार जो झूठ बोला कि चरखे से आजादी आयी थी......"
317,गौरव त्यागी,Pune,True,614,"हिन्दुस्तान की समस्या की कड़ी में ये भी है... 
पाकिस्तान की बाहों में..... भारतीय मीडिया..???
|#PulwamaAttack… https://t.co/WNF7cc2tcq",Wed Feb 20 07:00:21 +0000 2019,"भक्त देश का...काल देशद्रोहियों का
YesWeCan.YesWe'llDo
 I'M A PATRIOTIC &HINDU NATIONALIST"
318,Zain ul Hassan,"Jhang Sadar, Pakistan",False,1168,"بھارت کی ہوا نکل گئی
دوسروں کو دھمکیاں دینے والا بھارت کا میڈیا پاک فوج کے گُن گانے لگا ہے۔
ویڈیو کو زیادہ سے زیادہ ریٹویٹ کریں
#PulwamaAttack #PulwamaDrama https://t.co/40P7CBptBz",Wed Feb 20 07:00:22 +0000 2019,
319,jay,"jammu , india",True,82,#PulwamaAttack | Embassy of Russian Federation: We denounce terrorism in all its forms &amp; reiterate need to combat these inhuman acts with decisive &amp; collective response without any double standards. We express condolences to families of deceased &amp; wish speedy recovery to injured,Wed Feb 20 07:00:22 +0000 2019,"It is

better to die . . . . . . than to be a coward . . . . . . . ."
320,ParDeSi EnGineeR,"الرياض, المملكة العربية السعود",False,112,"بھارت کی ہوا نکل گئی
دوسروں کو دھمکیاں دینے والا بھارت کا میڈیا پاک فوج کے گُن گانے لگا ہے۔
ویڈیو کو زیادہ سے زیادہ ریٹویٹ کریں
#PulwamaAttack #PulwamaDrama https://t.co/40P7CBptBz",Wed Feb 20 07:00:22 +0000 2019,"CRICKET & FOOTBALL
LOVER
SUPPORTER OF
MULTAN SULTAN"
321,Rehan Kamal,Sialkot Pakistan,False,28,"https://t.co/hDRntHX1Jz
My final warnings to govt, nation and army.....be ready....attack is inevitable....unless we are able to bring unbearable pressure on Modi.....
Nation and media is still in silly party mode though....🙄
#PulwamaAttack",Wed Feb 20 07:00:24 +0000 2019,Lead Guitarist and Composer of Madaar Band/ Digital Designer
322,Modi Mission- 2019,India,False,505,"पाकिस्तान के खिलाफ डिबेट में अगर कोई कहता है कि हिंदुस्तान का प्रधानमंत्री चोर है, अपनी राजनीतिक रोटियां सेकता है तो उसकी मानसिक स्थिति का अंदाजा लगाया जा सकता है । https://t.co/eFwFZvlJNj",Wed Feb 20 07:00:24 +0000 2019,सर्वे भवंतु सुखिनः सर्वे संतु निरामया:
323,Jyotsna Varma  🇮🇳,,False,10862,@flyingvoyage @ind_rajat92 @Makebharatmahan @ThunderIndia93 @KINGEHIND @pmaliens @VSampathkumar14 @jewelkapur… https://t.co/fddaBJ3gpI,Wed Feb 20 07:00:24 +0000 2019,"A staunch Hindu proud of my rich culture,ardent supporter of PM.Blessed to be followed by respected ModiJi. Tweets echo my personal views. No DM please."
324,Amar Ujala,India,True,767224,"पुलवामा हमला: अब यहां से भी निकाले गए पाकिस्तानी क्रिकेटर्स, बदले की आग में जल रहा देश
https://t.co/ItkosLkAib
#pulwamaattack @ImranKhanPTI",Wed Feb 20 07:00:24 +0000 2019,जोश ! सच का ! देश और दुनिया की पल पल की खबरों से जुड़े रहने के लिए लॉग ऑन करें- http://www.amarujala.com #HindiNews #IndiaNews #LatestNews
325,Ganesh Ganapathy,,False,11,"All those in India who feted @ImranKhanPTI for years, even when his #Islamist ideology was evident, must feel foolish after hearing him speak on #PulwamaAttack yesterday. “Im the dim” isn’t just dim, nor just a Pak army pawn, but a crude fundamentalist #TalibanKhan",Wed Feb 20 07:00:24 +0000 2019,
326,vivek mahehswari,"India, Jaipur",False,7,"Very happy to be a part of Gaurav Gaur's #JaipurCoutureShow, an initiative of paying tribute to #PulwamaAttack victims.
The show manifested the spirit of the #PinkCity and royal #rajasthan with fashion.
#IndiaUnited #FashionShow #Jaipur #PulwamaMartyrs https://t.co/rsxlRBJRZ8",Wed Feb 20 07:00:24 +0000 2019,
327,Guddulal Rajbhar,,False,147,"This is true face of @INCIndia  #PulwamaAttack पर बहस में एंकर ने कांग्रेस प्रवक्ता से पूछा
“कौन चोर है-इमरान खान या भारत के PM”..जवाब आया “दोनो चोर हैं”..और 
नारा सिर्फ श्री मोदी जी के ख़िलाफ़ लगाता रहा..

आखिर कांग्रेस को पाकिस्तान से इतना प्रेम क्यों??

https://t.co/WptoPdrQBb",Wed Feb 20 07:00:24 +0000 2019,"जय हिन्द वन्देमातरम भारत माता की जय 

🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
जय श्री राम"
